0.047100	0
0.050600	1
20.050800	1
20.051500	0
20.051600	0
20.051600	2
70.051598	2
70.052200	0
70.052299	0
70.052299	3
100.050201	3
100.050903	0
100.051003	0
100.051003	1
120.050903	1
120.051697	0
120.051804	0
120.051903	3
150.064194	3
150.064804	0
150.064896	0
150.064896	2
200.062302	2
200.063004	0
200.063095	0
200.063095	1
220.063095	1
220.063400	0
220.063507	0
220.063599	2
220.065506	2
220.065506	0
220.065506	0
220.065598	3
260.054199	3
260.054901	0
300.089996	0
300.091003	2
300.091492	2
300.091705	0
300.091705	0
300.091797	1
320.091705	1
320.092285	0
320.092407	0
320.092499	2
370.092194	2
370.092896	0
370.093109	0
370.093109	3
400.100189	3
400.101288	0
400.101288	0
400.101410	1
420.101288	1
420.101898	0
420.101990	0
420.101990	3
450.089294	3
450.089813	0
450.089813	0
450.089905	2
500.089813	2
500.090393	0
500.090515	0
500.090607	3
500.108307	3
500.108307	0
500.108398	0
500.108398	1
520.108398	1
520.109192	0
520.109314	0
520.109375	3
560.095703	3
560.096375	0
600.102295	0
600.102905	2
600.125916	2
600.125916	0
600.125916	0
600.125916	1
620.125916	1
620.126709	0
620.126892	0
620.126892	2
670.104187	2
670.104919	0
700.088013	0
700.088684	3
700.142273	3
700.142273	0
700.142395	0
700.142395	1
720.142395	1
720.142883	0
720.143005	0
720.143127	3
750.127991	3
750.128723	0
750.128784	0
750.128784	2
800.128784	2
800.129395	0
800.129578	0
800.129578	3
800.156494	3
800.156494	0
800.156616	0
800.156616	1
820.156616	1
820.157104	0
820.157288	0
820.157288	3
890.091370	3
890.092224	0
900.145691	0
900.146118	2
900.181030	2
900.181091	0
900.181091	0
900.181091	1
920.181091	1
920.181580	0
920.181702	0
920.181824	2
970.146912	2
970.147583	0
1000.197815	0
1000.198303	1
1020.198486	1
1020.199219	0
1050.096313	0
1050.096924	3
1050.161255	3
1050.161255	0
1050.161377	0
1050.161377	2
1100.161255	2
1100.161865	0
1100.162109	0
1100.162109	3
1100.220337	3
1100.220337	0
1100.220459	0
1100.220459	1
1120.220459	1
1120.221069	0
1120.221313	0
1120.221313	3
1200.178345	3
1200.179077	0
1200.179199	0
1200.179199	2
1200.235596	2
1200.235718	0
1200.235718	0
1200.235718	1
1220.235718	1
1220.236084	0
1220.236328	0
1220.236328	2
1270.179810	2
1270.180542	0
1270.180786	0
1270.180786	3
1290.100464	3
1290.101074	0
1300.253296	0
1300.253662	1
1320.253784	1
1320.254150	0
1350.189087	0
1350.189697	2
1400.189819	2
1400.190430	0
1400.190552	0
1400.190552	3
1400.273071	3
1400.273071	0
1400.273071	0
1400.273193	1
1420.273071	1
1420.273560	0
1420.273682	0
1420.273682	3
1500.199341	3
1500.200073	0
1500.200195	0
1500.200317	2
1500.284180	2
1500.284302	0
1500.284302	0
1500.284302	1
1520.284302	1
1520.284912	0
1520.285156	0
1520.285156	2
1570.201050	2
1570.201660	0
1570.201782	0
1570.201782	3
1590.193115	3
1590.193848	0
1600.302246	0
1600.302856	1
1620.302856	1
1620.303711	0
1650.215454	0
1650.216064	2
1700.216431	2
1700.217041	0
1700.321411	0
1700.321411	1
1720.321655	1
1720.322144	0
1750.125977	0
1750.126831	3
1800.233154	3
1800.234009	0
1800.234009	0
1800.234009	2
1800.337646	2
1800.337646	0
1800.337646	0
1800.337769	1
1820.337646	1
1820.338379	0
1820.338623	0
1820.338623	2
1870.234741	2
1870.235596	0
1870.235596	0
1870.235596	3
1900.370361	3
1900.371216	0
1900.371216	0
1900.371216	1
1920.386597	1
1920.387207	0
1920.387451	0
1920.387573	3
1940.145142	3
1940.145996	0
1950.241577	0
1950.241943	2
2000.242188	2
2000.242798	0
2000.386963	0
2000.386963	1
2020.387207	1
2020.387939	0
